"A-4"|Yes|"80053514"|"130795488"
"A-6"|No |"80053514"|"130795489"
"A-1"|No |"80053515"|"130795490"
"A-2"|No |"80053515"|"130795491"
"A-4"|Yes|"80053515"|"130795492"
"A-6"|No |"80053515"|"130795493"
"A-4"|Yes|"80053516"|"130795494"
"A-2"|No |"80053517"|"130795495"
"A-4"|Yes|"80053517"|"130795496"
"A-1"|Yes|"80053519"|"130795497"
"A-2"|No |"80053519"|"130795498"
"A-1"|No |"80053520"|"130795499"
"A-2"|Yes|"80053520"|"130795500"
"A-4"|No |"80053520"|"130795501"
"A-6"|No |"80053520"|"130795502"
"A-2"|No |"80053521"|"130795503"
"A-4"|Yes|"80053521"|"130795504"
"A-5"|No |"80053521"|"130795505"
"A-7"|No |"80053521"|"130795506"
"A-4"|Yes|"80053522"|"130795507"
"A-4"|Yes|"80053524"|"130795508"
"A-4"|Yes|"80053525"|"130795509"
"A-6"|No |"80053525"|"130795510"
"A-1"|No |"80053526"|"130795511"
"A-2"|Yes|"80053526"|"130795512"
"A-4"|No |"80053526"|"130795513"
"A-6"|No |"80053526"|"130795514"
"A-4"|Yes|"80053527"|"130795515"
"A-6"|No |"80053527"|"130795516"
"A-2"|No |"80053529"|"130795517"
"A-4"|Yes|"80053529"|"130795518"
"A-4"|Yes|"80053530"|"130795519"
"A-6"|No |"80053530"|"130795520"
"A-1"|Yes|"80053531"|"130795521"
"A-2"|No |"80053531"|"130795522"
"A-4"|Yes|"80053532"|"130795523"
"A-2"|No |"80053533"|"130795524"
"A-4"|Yes|"80053533"|"130795525"
"A-4"|Yes|"80053536"|"130795526"
"A-4"|Yes|"80053537"|"130795527"
"A-6"|No |"80053537"|"130795528"
"A-1"|No |"80053538"|"130795529"
"A-2"|Yes|"80053538"|"130795530"
"A-4"|No |"80053538"|"130795531"
"A-6"|No |"80053538"|"130795532"
"A-2"|No |"80053539"|"130795533"
"A-4"|Yes|"80053539"|"130795534"
"A-4"|Yes|"80053540"|"130795535"
"A-6"|No |"80053540"|"130795536"
"A-4"|Yes|"80053541"|"130795537"
"A-6"|No |"80053541"|"130795538"
"A-1"|No |"80053543"|"130795539"
"A-2"|No |"80053543"|"130795540"
"A-4"|Yes|"80053543"|"130795541"
"A-6"|No |"80053543"|"130795542"
"A-4"|Yes|"80053545"|"130795543"
"A-6"|No |"80053545"|"130795544"
"A-2"|No |"80053546"|"130795545"
"A-4"|Yes|"80053546"|"130795546"
"A-6"|No |"80053546"|"130795547"
"A-2"|No |"80053547"|"130795548"
"A-4"|Yes|"80053547"|"130795549"
"A-5"|No |"80053547"|"130795550"
"A-7"|No |"80053547"|"130795551"
"A-4"|Yes|"80053548"|"130795552"
"A-1"|No |"80053549"|"130795553"
"A-2"|Yes|"80053549"|"130795554"
"A-4"|No |"80053549"|"130795555"
"A-6"|No |"80053549"|"130795556"
"A-2"|No |"80053550"|"130795557"
"A-4"|Yes|"80053550"|"130795558"
"A-4"|Yes|"80053551"|"130795559"
"A-6"|No |"80053551"|"130795560"
"A-4"|Yes|"80053552"|"130795561"
"A-6"|No |"80053552"|"130795562"
"A-1"|No |"80053554"|"130795563"
"A-2"|Yes|"80053554"|"130795564"
"A-4"|No |"80053554"|"130795565"
"A-6"|No |"80053554"|"130795566"
"A-2"|No |"80053555"|"130795567"
"A-4"|Yes|"80053555"|"130795568"
"A-5"|No |"80053555"|"130795569"
"A-7"|No |"80053555"|"130795570"
